=
1ms;1774371737046780723
1ms;1774371737047744999
1ms;1774371737048735702
1ms;1774371737049703240
1ms;1774371737050711302
1ms;1774371737051693786
1ms;1774371737052692431
1ms;1774371737053689721
1ms;1774371737054715616
1ms;1774371737055726627
1ms;1774371737056693219
1ms;1774371737057683321
1ms;1774371737058679483
1ms;1774371737059681205
1ms;1774371737060685675
1ms;1774371737061682782
1ms;1774371737062725199
1ms;1774371737063690334
1ms;1774371737064689274
1ms;1774371737065678704
1ms;1774371737066716982
1ms;1774371737067727253
1ms;1774371737068687235
1ms;1774371737069728488
1ms;1774371737070728428
1ms;1774371737071723712
1ms;1774371737072715257
1ms;1774371737073726966
1ms;1774371737074714860
1ms;1774371737075683283
1ms;1774371737076718585
1ms;1774371737077716939
1ms;1774371737078713595
1ms;1774371737079729053
1ms;1774371737080685779
1ms;1774371737081682996
1ms;1774371737082704703
1ms;1774371737083702788
1ms;1774371737084678592
1ms;1774371737085701352
1ms;1774371737086696219
1ms;1774371737087699266
1ms;1774371737088695409
1ms;1774371737089701163
1ms;1774371737090688164
1ms;1774371737091688058
1ms;1774371737092692716
1ms;1774371737093685331
1ms;1774371737094679195
1ms;1774371737095698704
1ms;1774371737096695343
1ms;1774371737097693900
1ms;1774371737098691746
1ms;1774371737099698221
1ms;1774371737100691496
1ms;1774371737101691315
1ms;1774371737102687845
1ms;1774371737103692580
1ms;1774371737104694037
1ms;1774371737105709503
1ms;1774371737106692524
1ms;1774371737107702745
1ms;1774371737108690749
1ms;1774371737109693066
1ms;1774371737110703413
1ms;1774371737111703776
1ms;1774371737112698870
1ms;1774371737113695903
1ms;1774371737114695182
1ms;1774371737115702929
1ms;1774371737116702797
1ms;1774371737117696093
1ms;1774371737118704655
1ms;1774371737119702818
1ms;1774371737120709618
1ms;1774371737121709946
1ms;1774371737122710006
1ms;1774371737123709091
1ms;1774371737124709136
1ms;1774371737125723506
1ms;1774371737126721589
1ms;1774371737127715194
1ms;1774371737128719268
1ms;1774371737129719909
1ms;1774371737130789479
1ms;1774371737131774950
1ms;1774371737132742831
1ms;1774371737133739634
1ms;1774371737134740419
1ms;1774371737135765034
1ms;1774371737136745627
1ms;1774371737137763294
1ms;1774371737138756576
1ms;1774371737139762172
1ms;1774371737140766871
1ms;1774371737141768799
1ms;1774371737142770599
1ms;1774371737143763247
1ms;1774371737144753868
1ms;1774371737145758167
1ms;1774371737146755458
1ms;1774371737147743385
1ms;1774371737148756721
1ms;1774371737149758923
1ms;1774371737150763911
1ms;1774371737151753466
1ms;1774371737152752735
1ms;1774371737153761588
1ms;1774371737154764831
1ms;1774371737155761353
1ms;1774371737156759671
1ms;1774371737157761273
1ms;1774371737158758180
1ms;1774371737159759571
1ms;1774371737160766139
1ms;1774371737161761906
1ms;1774371737162786578
1ms;1774371737163759246
1ms;1774371737164763012
1ms;1774371737165760355
1ms;1774371737166759168
1ms;1774371737167762677
1ms;1774371737168760188
1ms;1774371737169760280
1ms;1774371737170773822
1ms;1774371737171762606
1ms;1774371737172758377
1ms;1774371737173759206
1ms;1774371737174760060
1ms;1774371737175758712
1ms;1774371737176759076
1ms;1774371737177759895
1ms;1774371737178762323
1ms;1774371737179759026
1ms;1774371737180759678
1ms;1774371737181763907
1ms;1774371737182761810
1ms;1774371737183767187
1ms;1774371737184759269
1ms;1774371737185767178
1ms;1774371737186760871
1ms;1774371737187766845
1ms;1774371737188758389
1ms;1774371737189766570
1ms;1774371737190770456
1ms;1774371737191768547
1ms;1774371737192764921
1ms;1774371737193761924
1ms;1774371737194761618
1ms;1774371737195763482
1ms;1774371737196761333
1ms;1774371737197751808
1ms;1774371737198762357
1ms;1774371737199761979
1ms;1774371737200764653
1ms;1774371737201761839
1ms;1774371737202765740
1ms;1774371737203694657
1ms;1774371737204750609
1ms;1774371737205752627
1ms;1774371737206753064
1ms;1774371737207749928
1ms;1774371737208745690
1ms;1774371737209749059
1ms;1774371737210750426
1ms;1774371737211750625
1ms;1774371737212747808
