=== META ===
QPC_FREQ;10000000
=== SERIES ===
100ms;30829532309
100ms;30830531894
100ms;30831532321
100ms;30832531871
100ms;30833531334
100ms;30834574722
100ms;30835539994
100ms;30836534833
100ms;30837531930
100ms;30838623707
100ms;30839640253
100ms;30840532890
100ms;30841530668
100ms;30842530321
100ms;30843512152
100ms;30844530435
100ms;30845532069
100ms;30846537883
100ms;30847532057
100ms;30848536971
100ms;30849531682
100ms;30850536017
100ms;30851532387
100ms;30852530006
100ms;30853531835
100ms;30854539377
100ms;30855539551
100ms;30856579256
100ms;30857531875
100ms;30858545708
100ms;30859542417
100ms;30860572948
100ms;30861533412
100ms;30862531269
100ms;30863535514
100ms;30864535536
100ms;30865531618
100ms;30866534451
100ms;30867531753
100ms;30868514072
100ms;30869535848
100ms;30870535659
100ms;30871532654
100ms;30872530699
100ms;30873533187
100ms;30874638701
100ms;30875530932
100ms;30876530216
100ms;30877513856
100ms;30878514299
100ms;30879641152
100ms;30880587064
100ms;30881533892
100ms;30882531935
100ms;30883531171
100ms;30884531410
100ms;30885534395
100ms;30886532053
100ms;30887531491
100ms;30888531783
100ms;30889534388
100ms;30890538014
100ms;30891531386
100ms;30892531716
100ms;30893531153
100ms;30894532961
100ms;30895530576
100ms;30896537685
100ms;30897590210
100ms;30898515572
100ms;30899535493
100ms;30900638094
100ms;30901574519
100ms;30902501308
100ms;30903517654
100ms;30904534521
100ms;30905638684
100ms;30906530733
100ms;30907533316
100ms;30908533716
100ms;30909502834
100ms;30910533380
100ms;30911529969
100ms;30912529195
100ms;30913619403
100ms;30914562837
100ms;30915635117
100ms;30916529812
100ms;30917530871
100ms;30918530823
100ms;30919559987
100ms;30920590480
100ms;30921533781
100ms;30922534228
100ms;30923529244
100ms;30924635496
100ms;30925529750
100ms;30926574628
100ms;30927534141
100ms;30928641036
