===
50us;10636775
250us;20399415
500us;49681814
1000us;98489509
5000us;488924638
10000us;976966622
50us;10654124
250us;20433015
500us;49768227
1000us;98657509
5000us;489765339
10000us;978646622
50us;10670358
250us;20466615
500us;49849814
1000us;98825509
5000us;490604638
10000us;980326622
50us;10687724
250us;20500215
500us;49936227
1000us;98993509
5000us;491445339
10000us;982006622
50us;10704525
250us;20534966
500us;50017814
1000us;99163360
5000us;492284638
10000us;983686622
50us;10721324
250us;20567415
500us;50104227
1000us;99329509
5000us;493125339
10000us;985366622
50us;10737558
250us;20601015
500us;50185814
1000us;99497509
5000us;493964638
10000us;987046622
50us;10754924
250us;20634615
500us;50272227
1000us;99665509
5000us;494805339
10000us;988726622
50us;10771158
250us;20668215
500us;50353814
1000us;99833509
5000us;495644638
10000us;990406609
50us;10789675
250us;20702966
500us;50440817
1000us;100004131
5000us;496485339
10000us;992086609
50us;10804775
250us;20735415
500us;50521814
1000us;100169509
5000us;497324638
10000us;993766622
50us;10822124
250us;20769015
500us;50608227
1000us;100337509
5000us;498165339
10000us;995446622
50us;10838358
250us;20802615
500us;50689814
1000us;100505509
5000us;499004638
10000us;997126622
50us;10855724
250us;20836215
500us;50776227
1000us;100673509
5000us;499845339
10000us;998806622
50us;10872525
250us;20870966
500us;50857814
1000us;100843360
5000us;500684638
10000us;1000486622
50us;10889324
250us;20903415
500us;50944227
1000us;101009509
5000us;501525339
10000us;1002166622
50us;10905558
250us;20937015
500us;51025814
1000us;101177509
5000us;502364632
10000us;1003846622
50us;10922924
250us;20970615
500us;51112227
1000us;101345509
5000us;503205325
10000us;1005526622
50us;10939158
250us;21004215
500us;51193814
1000us;101513509
5000us;504044632
10000us;1007206609
50us;10958878
250us;21040169
500us;51281411
1000us;101684131
5000us;504885325
10000us;1008886609
50us;10972787
250us;21071415
500us;51361808
1000us;101849510
5000us;505724638
10000us;1010566622
50us;10990124
250us;21105015
500us;51448229
1000us;102017510
5000us;506565339
10000us;1012246622
50us;11006358
250us;21138615
500us;51529808
1000us;102185510
5000us;507404638
10000us;1013926622
50us;11023724
250us;21172215
500us;51616229
1000us;102353510
5000us;508245339
10000us;1015606622
50us;11040525
250us;21206966
500us;51697808
1000us;102523369
5000us;509084638
10000us;1017286622
50us;11057324
250us;21239415
500us;51784229
1000us;102689510
5000us;509925339
10000us;1018966622
50us;11073558
250us;21273015
500us;51865808
1000us;102857510
5000us;510764638
10000us;1020646622
50us;11090924
250us;21306615
500us;51952229
1000us;103025510
5000us;511605339
10000us;1022326622
50us;11107158
250us;21340215
500us;52033808
1000us;103193510
5000us;512444638
10000us;1024006609
50us;11125675
250us;21374966
500us;52120831
1000us;103364151
5000us;513285339
10000us;1025686609
50us;11140775
250us;21407415
500us;52201808
1000us;103529510
5000us;514124638
10000us;1027366622
50us;11158124
250us;21441015
500us;52288229
1000us;103697510
5000us;514965339
10000us;1029046622
50us;11174358
250us;21474615
500us;52369808
1000us;103865510
5000us;515804638
10000us;1030726622
50us;11191724
250us;21508215
500us;52456229
1000us;104033510
5000us;516645339
10000us;1032406622
50us;11208525
250us;21542966
500us;52537808
1000us;104203369
5000us;517484638
10000us;1034086622
50us;11225324
250us;21575415
500us;52624229
1000us;104369510
5000us;518325339
10000us;1035766622
50us;11241558
250us;21609015
500us;52705808
1000us;104537510
5000us;519164632
10000us;1037446622
50us;11258924
250us;21642615
500us;52792229
1000us;104705510
5000us;520005325
10000us;1039126622
50us;11275158
250us;21676215
500us;52873808
1000us;104873510
5000us;520844632
10000us;1040806609
50us;11293675
250us;21710966
500us;52961432
1000us;105044151
5000us;521685325
10000us;1042486609
50us;11308775
250us;21743415
500us;53041808
1000us;105209510
5000us;522524638
10000us;1044166622
50us;11326124
250us;21777015
500us;53128229
1000us;105377510
5000us;523365339
10000us;1045846622
50us;11342358
250us;21810615
500us;53209808
1000us;105545510
5000us;524204638
10000us;1047526622
50us;11359724
250us;21844215
500us;53296229
1000us;105713510
5000us;525045339
10000us;1049206622
50us;11376525
250us;21879568
500us;53377808
1000us;105883369
5000us;525884638
10000us;1050886622
50us;11393324
250us;21911415
500us;53464229
1000us;106049510
5000us;526725339
10000us;1052566622
50us;11409558
250us;21945015
500us;53545808
1000us;106217510
5000us;527564638
10000us;1054246622
50us;11426924
250us;21978615
500us;53632229
1000us;106385510
5000us;528405339
10000us;1055926622
50us;11443158
250us;22012215
500us;53713808
1000us;106553510
5000us;529244638
10000us;1057606609
50us;11461675
250us;22046966
500us;53800831
1000us;106724151
5000us;530085339
10000us;1059286609
50us;11476775
250us;22079415
500us;53881808
1000us;106889510
5000us;530924638
10000us;1060966622
50us;11494124
250us;22113015
500us;53968229
1000us;107057510
5000us;531765339
10000us;1062646622
50us;11510358
250us;22146615
500us;54049808
1000us;107225510
5000us;532604638
10000us;1064326622
50us;11527724
250us;22180215
500us;54136229
1000us;107393510
5000us;533445339
10000us;1066006622
50us;11544525
250us;22214966
500us;54217808
1000us;107563369
5000us;534284638
10000us;1067686622
50us;11561324
250us;22247415
500us;54304229
1000us;107729510
5000us;535125339
10000us;1069366622
50us;11577558
250us;22281015
500us;54385808
1000us;107897510
5000us;535964632
10000us;1071046622
50us;11594924
250us;22314615
500us;54472229
1000us;108065510
5000us;536805325
10000us;1072726622
50us;11611158
250us;22348215
500us;54553808
1000us;108233510
5000us;537644632
10000us;1074406609
50us;11629675
250us;22382966
500us;54641432
1000us;108404151
5000us;538485325
10000us;1076086609
50us;11644775
250us;22415415
500us;54721808
1000us;108569510
5000us;539324638
10000us;1077766622
50us;11662124
250us;22449015
500us;54808229
1000us;108737510
5000us;540165339
10000us;1079446622
50us;11678358
250us;22482615
500us;54889808
1000us;108905510
