measured_time_us;Jitter_us
1233.7;233.70000000000005
8176.2;7176.2
1600.4;600.4000000000001
1989.0;989.0
1143.4;143.4000000000001
11053.5;10053.5
1803.3;803.3
1113.5;113.5
11912.6;10912.6
1976.0;976.0
1993.8;993.8
1124.6;124.59999999999991
10968.7;9968.7
938.8;61.200000000000045
1993.7;993.7
974.8;25.200000000000045
999.1;0.8999999999999773
999.8;0.20000000000004547
1000.2;0.20000000000004547
999.9;0.10000000000002274
1000.0;0.0
999.9;0.10000000000002274
1011.2;11.200000000000045
990.9;9.100000000000023
998.4;1.6000000000000227
1001.4;1.3999999999999773
998.6;1.3999999999999773
1010.4;10.399999999999977
991.1;8.899999999999977
999.3;0.7000000000000455
998.9;1.1000000000000227
1000.1;0.10000000000002274
1000.1;0.10000000000002274
1001.4;1.3999999999999773
998.9;1.1000000000000227
999.9;0.10000000000002274
999.6;0.39999999999997726
1010.9;10.899999999999977
989.6;10.399999999999977
999.6;0.39999999999997726
1001.1;1.1000000000000227
999.1;0.8999999999999773
1010.1;10.100000000000023
1022.1;22.100000000000023
1993.9;993.9000000000001
973.9;26.100000000000023
999.3;0.7000000000000455
1000.1;0.10000000000002274
1000.0;0.0
1000.0;0.0
999.9;0.10000000000002274
1009.1;9.100000000000023
993.0;7.0
998.4;1.6000000000000227
998.7;1.2999999999999545
999.3;0.7000000000000455
999.8;0.20000000000004547
1032.8;32.799999999999955
969.4;30.600000000000023
999.8;0.20000000000004547
999.9;0.10000000000002274
998.9;1.1000000000000227
1001.6;1.6000000000000227
998.7;1.2999999999999545
999.9;0.10000000000002274
1000.4;0.39999999999997726
1009.4;9.399999999999977
993.7;6.2999999999999545
997.2;2.7999999999999545
998.9;1.1000000000000227
1002.7;2.7000000000000455
1001.9;1.8999999999999773
1048.3;48.299999999999955
948.2;51.799999999999955
1001.9;1.8999999999999773
996.4;3.6000000000000227
999.8;0.20000000000004547
999.9;0.10000000000002274
1001.2;1.2000000000000455
998.9;1.1000000000000227
999.9;0.10000000000002274
1012.7;12.700000000000045
989.2;10.799999999999955
998.2;1.7999999999999545
1000.1;0.10000000000002274
999.8;0.20000000000004547
999.9;0.10000000000002274
1000.0;0.0
1012.5;12.5
988.4;11.600000000000023
999.3;0.7000000000000455
1001.4;1.3999999999999773
1000.4;0.39999999999997726
998.2;1.7999999999999545
1000.0;0.0
1000.0;0.0
1009.4;9.399999999999977
990.8;9.200000000000045
999.7;0.2999999999999545
999.9;0.10000000000002274
1000.0;0.0
1000.1;0.10000000000002274
1001.3;1.2999999999999545
1006.3;6.2999999999999545
992.9;7.100000000000023
999.7;0.2999999999999545
999.9;0.10000000000002274
1043.3;43.299999999999955
957.5;42.5
999.2;0.7999999999999545
999.9;0.10000000000002274
1007.4;7.399999999999977
994.1;5.899999999999977
998.7;1.2999999999999545
999.8;0.20000000000004547
1000.0;0.0
1000.2;0.20000000000004547
999.8;0.20000000000004547
999.9;0.10000000000002274
1014.4;14.399999999999977
986.0;14.0
999.7;0.2999999999999545
1001.3;1.2999999999999545
998.8;1.2000000000000455
1000.1;0.10000000000002274
999.7;0.2999999999999545
1006.8;6.7999999999999545
993.4;6.600000000000023
999.8;0.20000000000004547
999.9;0.10000000000002274
1000.0;0.0
1000.3;0.2999999999999545
1001.0;1.0
998.9;1.1000000000000227
1000.0;0.0
1006.5;6.5
993.6;6.399999999999977
999.8;0.20000000000004547
1000.0;0.0
1001.1;1.1000000000000227
999.1;0.8999999999999773
1007.8;7.7999999999999545
993.5;6.5
998.6;1.3999999999999773
1000.0;0.0
999.9;0.10000000000002274
1000.0;0.0
1000.0;0.0
999.9;0.10000000000002274
1000.0;0.0
1000.0;0.0
1008.8;8.799999999999955
993.5;6.5
998.2;1.7999999999999545
999.8;0.20000000000004547
999.8;0.20000000000004547
1007.4;7.399999999999977
1024.6;24.59999999999991
968.9;31.100000000000023
999.4;0.6000000000000227
999.7;0.2999999999999545
1000.1;0.10000000000002274
1001.2;1.2000000000000455
998.9;1.1000000000000227
1000.0;0.0
999.8;0.20000000000004547
